shortcode,link,embedding,music_title,music_artist
C3VfYZKrhOz,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/428166632_18309440578122863_665962923200661195_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGdRWpRDf_XN3i46Gv1SU6icSvjp7a77sMtLIDLmV7yN43A7LWBXcBwUA_7fgPMzgo&_nc_ohc=jdZYo3w3b9YQ7kNvwE07Yew&_nc_gid=QbeOMyAFKCICSII7ytm_LA&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzMwMjY4MzkxMjI0MzY2NTM5MA%3D%3D.3-ccb7-5&oh=00_AfHjQ25TCeJxcVJNqIIKKaDqA48EnmufqFP8N4j7-mVTPw&oe=68121945&_nc_sid=fc8dfb,"[0.943785071373, 0.418844431639, 3.60319924355, 772.549987793, 0.0952422395349, 6.83638572693, 622.226013184, 15.6465988159, 0.418989896774, 9.71625232697, 4746338.0, 0.810600996017, 0.00160252535716, 0.0219777207822, 0.00582239544019, 0.00192385714035, 0.0049104867503, 0.00216248398647, 0.00253911688924, 0.00150515639689, 0.000803266884759, 0.000875795492902, 0.00121005962137, 0.000820258108433, 0.00029115533107, 0.000374962430215, 0.000219017529162, 0.000199780784897, 8.91308009159e-05, 0.000162323194672, 0.000177213238203, 0.000142594595673, 7.41370895412e-05, 8.62293527462e-05, 5.26978947164e-05, 4.52620006399e-05, 4.05978898925e-05, 1.02094436443e-05, 1.05446770249e-06, -709.605102539, 149.613494873, 39.1176719666, 38.0232810974, 9.34802913666, 2.64693880081, 7.79519224167, 7.41615772247, -4.49667358398, 6.6091427803, 1.1759159565, -0.984227955341, 7.736348629, -50.4868927002, 120.620269775, -71.6359634399, 39.0856704712, -52.8880462646, 9.39203262329, -27.7487468719, 12.1272344589, -16.8820915222, 1.66287505627, 0.118680290878, 0.39233392477, -4.27047634125, 184.570739746, 1.38053703308, 3.99378418922, 0.520691096783, 14.855009079, 1.75103914738, 0.687423765659]",Gonna Love Me,Teyana Taylor
C27xfaduz56,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/425617078_18308263051122863_3185173513200295003_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHhxj_ywN6Wsg8a529DFrkB8dXNUDVzm4q90xibaKqZpwIgqVJA8Ot-6ZSEbvgY8mw&_nc_ohc=fjtpXTKkCJMQ7kNvwEOrYqz&_nc_gid=tJz7phC4rIlbXwiOaGcIzQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5NTQ0NTIxMDIxNjczOTgyMQ%3D%3D.3-ccb7-5&oh=00_AfG8yRIVihI1RuoU-hLMyJsXabVImN8Bq5GtdaqsMMRuvA&oe=6811F2FF&_nc_sid=fc8dfb,"[0.880626678467, 0.394423246384, 3.57209444046, 687.579711914, 0.0586046203971, 6.44556665421, 1035.7253418, 14.5658502579, 0.545980155468, 10.9428539276, 3291793.25, 1.04640567303, 1.89025049622e-05, 0.00163227005396, 0.00246347626671, 0.00238273013383, 0.00465902592987, 0.00443826010451, 0.0037055851426, 0.00207388913259, 0.00161044253036, 0.00120200263336, 0.000359874393325, 0.000497369328514, 0.000374623254174, 0.000247248390224, 0.000217741006054, 0.000188257719856, 0.000119651682326, 9.8020718724e-05, 0.000127175779198, 6.57108539599e-05, 6.5574713517e-05, 4.24919271609e-05, 2.97881560982e-05, 3.95929710066e-05, 3.19951068377e-05, 1.2038359273e-05, 3.65432133549e-05, -739.849182129, 185.136810303, 22.2776737213, 11.0142669678, -7.23694562912, -23.1603717804, -2.15748691559, -4.66868829727, -5.8675699234, -2.00980830193, -3.29221796989, -3.86256313324, -6.2065448761, -75.8403701782, 131.926452637, -80.94921875, -12.131444931, -60.1421775818, -17.0264053345, -32.5074310303, 4.95776891708, -22.4426765442, -10.9300422668, -7.79339408875, -14.5483121872, -8.84304332733, 120.041809082, 1.03982400894, 2.63024377823, 0.496533989906, 15.418050766, 1.68662345409, 0.838508427143]",Garden Kisses,Giveon
C2z_tZrOMyr,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/425312712_18307894168122863_4963284604352897459_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFByqgIcUHZqRgHgAjv65VJjjDIb5tf0rX67v92isqPe4GnBWrwmFi4bybE3C7ZemU&_nc_ohc=a76rvQ_aoVEQ7kNvwG1wAQK&_nc_gid=-oku4TcSbFuWItxHCYzLOw&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI5MzI1NTk0NDI4NzkyODg4Mg%3D%3D.3-ccb7-5&oh=00_AfGNGvM5Ch8Ms_bi5Uervv2u7hgKifyXSOx1JOmHsMYF5A&oe=6811E45F&_nc_sid=fc8dfb,"[0.832374334335, 0.461596488953, 4.35183906555, 1685.45605469, 0.0894430428743, 7.69447517395, 2125.52392578, 23.2494544983, 0.457244843245, 13.0291013718, 6275110.0, 0.977668821812, 0.000714984955266, 0.01760622859, 0.00432065501809, 0.000656124611851, 0.000732878863346, 0.000938229088206, 0.000861627573613, 0.00062147481367, 0.000533621350769, 0.00129974412266, 0.000744277320337, 0.000682851474266, 0.00059459451586, 0.000675472139847, 0.000418528274167, 0.000334830954671, 0.000237180182012, 0.000298728031339, 0.000351132039214, 0.000232461155974, 0.000188495221664, 0.00017303385539, 0.000264535308816, 0.000240134628257, 0.000202762239496, 0.000125893740915, 4.23605597462e-05, -673.422973633, 92.1667556763, 3.40890955925, 6.19735765457, 12.1615896225, -2.71443462372, 11.5494689941, 7.96270704269, -6.57688760757, 6.76309537888, -1.03557014465, -1.42368197441, 4.86610794067, -20.4070091248, 47.6888237, -106.872459412, 17.4977550507, -50.5425186157, 21.715877533, -35.888885498, 18.6269626617, -25.8699760437, 3.66180825233, -3.47702741623, 4.83327674866, -7.50300645828, 87.0932006836, 1.34403717518, 4.61562919617, 0.531101346016, 14.4332685471, 1.85305178165, 0.737634003162]",I Can Love You (feat. Lil' Kim),Mary J. Blige
C2aYEFNpHKN,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/421664664_18306703771122863_6505374864056276886_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFtyOnKsYABWJC2xajHrM6ciI_sb19DPv_NE8S7-xE65HIh9QfG4SybELFYYP-xayo&_nc_ohc=FxxRVLrhjDkQ7kNvwESG1Oc&_nc_gid=ndOaur2JfaYoWXrU4uyMzw&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI4NjA0NDcwNjUxOTU0NzgwNQ%3D%3D.3-ccb7-5&oh=00_AfGKE5BJZ23ijoiQcEAPjmQsDyG9EOjYc6Hk5TOy9ItYqw&oe=68121035&_nc_sid=fc8dfb,"[0.871797800064, 0.471535086632, 4.02734231949, 1497.72912598, 0.077728189528, 7.36158800125, 1537.76428223, 19.2974071503, 0.492924511433, 17.9715747833, 3794829.5, 0.849854290485, 0.000276450737147, 0.00444792211056, 0.00539975473657, 0.00257830647752, 0.00299702701159, 0.00100621732417, 0.00109137117397, 0.000502081122249, 0.000360015023034, 0.000654056726489, 0.000747073150706, 0.000357884855475, 0.0005521903513, 0.000788283650763, 0.000943115272094, 0.000975653936621, 0.000665632833261, 0.000552761775907, 0.000384998536902, 0.000310797680868, 0.000134930902277, 6.22713123448e-05, 3.90741370211e-05, 3.7168043491e-05, 2.72728848358e-05, 2.24770628847e-05, 1.0812354958e-05, -668.482116699, 133.813461304, -20.2053127289, 44.3835525513, 19.2811145782, 3.88628959656, 4.61516666412, -0.231475993991, 0.330553412437, 4.6085267067, -6.95705223083, -2.33150672913, -2.35016822815, -28.0901679993, 103.504341125, -119.508842468, 39.9025688171, -27.1964588165, -1.44712722301, -33.6571502686, 3.98719167709, -24.1260509491, -2.26224136353, -15.3139839172, -6.51482629776, -8.6154050827, 92.3297271729, 1.01472270489, 3.67896294594, 0.50602221489, 14.1140785217, 1.87405586243, 0.855068325996]",Sports,Beach Bunny
C2SbAasucqn,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/420140072_18306310237122863_3748203614765367901_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QG4BLKP6nBPeEPQuNdeRbYH0x84fl_99LJWCXQI-GAhVCP29fWzEaSlEZClRlVsw1Y&_nc_ohc=jXNMwg-ys4YQ7kNvwHz4LVf&_nc_gid=jguamyTJtCGXo3Qq2nfRQQ&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI4MzgwNTg0ODE1NjY3ODEzMg%3D%3D.3-ccb7-5&oh=00_AfEA56KJa9rZo3B-ezXlQi2hxcooROUtJLXWfXaEHjg5NA&oe=6811ECFB&_nc_sid=fc8dfb,"[0.26055380702, 0.437813013792, 6.01530122757, 1062.74414062, 0.0642702654004, 6.99228906631, 1090.7052002, 13.4963960648, 0.451548576355, 10.9961233139, 4381084.0, 0.834903120995, 0.000889005837962, 0.0232681743801, 0.00398188177496, 0.00103479973041, 0.00157799036242, 0.00183427613229, 0.000906342640519, 0.000536391162314, 0.00102875905577, 0.00112873793114, 0.000633994990494, 0.00072108238237, 0.000381880498026, 0.000349550391547, 0.000198534398805, 0.000213744016946, 0.00027826798032, 0.00016652343038, 0.000250627432251, 0.000134484784212, 6.26285254839e-05, 3.91629873775e-05, 4.01639590564e-05, 5.11314465257e-05, 4.35331530753e-05, 1.84800155694e-05, 6.95766038916e-06, -738.380737305, 147.66506958, 3.87315607071, 10.3656044006, 6.54267835617, -3.00088334084, 8.28291702271, 3.44751429558, -0.942010343075, 7.39004802704, 0.337931066751, 3.4648706913, 0.349764734507, -80.2188796997, 101.252944946, -99.0534896851, 6.07308101654, -45.9434585571, 10.4605283737, -28.3959293365, 15.2336587906, -18.9228229523, 5.9180598259, -4.2169508934, 1.58203017712, -4.77125883102, 153.074066162, 1.2942327261, 3.21655058861, 0.452450424433, 16.4076900482, 1.67696022987, 0.349665999413]",Green Eyes,Erykah Badu
C2AgBmQsmnF,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/419101493_18305358145122863_1351781153893296256_n.jpg?se=-1&stp=dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFJNzo_xqfg_G909zC1FoHIj3k4mKlxf0D9zaGTCIoRPNsPC6Zm2cKs8C5ATAiHxwg&_nc_ohc=up5g3L7i11MQ7kNvwHQ5w5P&_nc_gid=v-LmvceSfZufQADOWxZ1rw&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI3ODM5ODQ4MDg0MDg2MjU3Mw%3D%3D.3-ccb7-5&oh=00_AfHw0xly3hSvsyBWscvSt_064svtgx9UNOt8JviuEsOMMQ&oe=68120D38&_nc_sid=fc8dfb,"[0.877622485161, 0.459638506174, 4.97927093506, 1327.15991211, 0.0923096016049, 7.39366817474, 1777.55358887, 19.798324585, 0.457034796476, 11.2683143616, 6343401.0, 0.677069067955, 6.20679275016e-05, 0.0148829845712, 0.00589012680575, 0.0026210937649, 0.00251327641308, 0.0012304953998, 0.000341129984008, 0.000244664930506, 0.00063033652259, 0.000488119781949, 0.00055473233806, 0.00052876281552, 0.000500341760926, 0.000351956754457, 0.0003689059522, 0.000234477280173, 0.000243395770667, 0.000228565782891, 0.000308894901536, 0.000286471797153, 0.000129506865051, 0.000160489973496, 0.00010778826254, 0.000296033278573, 0.00015353456547, 0.000113555775897, 2.65821417997e-05, -696.4453125, 99.6589355469, 27.0466022491, 30.4015483856, 15.3371076584, -1.43293809891, 9.72466754913, -2.27938055992, -5.5229973793, 0.335417002439, -9.70813179016, -2.57746148109, -8.70612239838, -37.8716011047, 60.8529014587, -80.2273406982, 37.8195457458, -53.4066085815, 10.0897521973, -42.2004699707, 7.04316949844, -34.0189819336, -3.34998583794, -13.8237628937, -6.12007045746, -9.38888835907, 139.998840332, 1.63762128353, 4.59757041931, 0.477076649666, 13.2645959854, 1.97873818874, 0.719316840172]",Share My World,Mary J. Blige
C0SUztpP9YV,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/404770044_18299693089122863_6479520768837253065_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGH4qf3iyvdh8jrLPKVZpOXiC1que0ISuqDteJcLgrizjcEsgJMCySYtCxxA7z_vYU&_nc_ohc=80LimMfj908Q7kNvwHOEUIr&_nc_gid=--H4GBaeHGrL0p5kF6HSMA&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzI0Nzc0OTc5MDA4MjgwOTk5Mg%3D%3D.3-ccb7-5&oh=00_AfGtdlOqVtgGk97YxTJYKyNwnCb-XyonlJlVH_D8mJPOFA&oe=6811EA53&_nc_sid=fc8dfb,"[0.548421978951, 0.383012473583, 5.64166116714, 702.493652344, 0.0641401782632, 6.0561337471, 960.157226562, 9.37773323059, 0.554755866528, 8.14735412598, 3559332.0, 0.956364810467, 0.000187711397302, 0.00970087293535, 0.00333622354083, 0.00148246239405, 0.00536192487925, 0.00562135130167, 0.00191823602654, 0.00108579290099, 0.0016875549918, 0.000259163760347, 0.000411909335526, 0.000231276208069, 0.000288211915176, 8.44149981276e-05, 0.000105293744127, 3.85845014534e-05, 3.23536150972e-05, 5.84048830206e-05, 5.7494500652e-05, 2.11039732676e-05, 5.47044555788e-06, 3.08554217554e-06, 3.52142342308e-06, 3.52019446836e-06, 2.94261053568e-06, 1.22912581446e-06, 2.20195275347e-07, -814.303100586, 191.105300903, 41.1292991638, 27.8542346954, -6.27125501633, -14.2138900757, -3.44277381897, -3.4372253418, -11.1340360641, -3.65826249123, -5.36703872681, -5.68480062485, -2.27631688118, -175.721328735, 160.756637573, -64.2548141479, 8.07404327393, -64.8913269043, -15.6100511551, -32.5146141052, 0.509869098663, -23.4202690125, -5.71578598022, -3.90976834297, -2.45351839066, -3.11709117889, 118.56678772, 1.01711189747, 3.24773669243, 0.518439471722, 16.3087348938, 1.61616313457, 0.686401963234]",deep in it,"berlioz, Ted Jasper"
CzJ0hBkJi5h,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/398418375_18295606273122863_3295214239466335669_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5OS5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEdSkf_FARv6QCHzOAL7oJ9Vn3Px5z_QUkJ8L8ma5XW7oBfmCh9C1H89qmwKHrdQy8&_nc_ohc=a_pFVZEp340Q7kNvwGdXVVY&_nc_gid=eCP1N3VoftlIROUGiFudvA&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzIyNzM0MTU2NzczNDEyOTU5Mw%3D%3D.3-ccb7-5&oh=00_AfE_yEuCpC0f1cQJiGOss6AiHpCnLB4lm283x6FKLu2i6Q&oe=68120D98&_nc_sid=fc8dfb,"[0.950929880142, 0.424557834864, 3.12053585052, 1064.99108887, 0.0940871089697, 7.23157787323, 1633.38476562, 23.4466247559, 0.568063676357, 13.5529842377, 4684467.0, 1.39028656483, 0.000499140820466, 0.00627231877297, 0.00090370682301, 0.00157589116134, 0.00157224223949, 0.0024096921552, 0.00458347145468, 0.00255022570491, 0.00121300551109, 0.00125272688456, 0.000908164482098, 0.000842782435939, 0.00112853129394, 0.000645605148748, 0.000479964131955, 0.000240203356952, 0.000187146040844, 6.37676857878e-05, 9.32407783694e-05, 0.000119553340483, 0.000163394186529, 0.000239417015109, 0.000249902164796, 0.000284206209471, 0.00014653809194, 5.20182911714e-05, 1.5452509615e-05, -678.592712402, 137.25567627, 9.99233531952, 2.04513859749, -7.58265733719, 3.90997266769, -10.2506074905, -9.98299884796, -2.12899398804, 0.956492781639, 0.37500846386, 8.99002838135, 2.75149512291, -29.3326835632, 95.7459182739, -108.680519104, 5.19216537476, -68.4488449097, 7.27529430389, -36.2244758606, -1.7346650362, -11.1033287048, 8.96491146088, -7.53768396378, -2.11687040329, -8.59494686127, 78.8843383789, 1.43376469612, 4.35797691345, 0.540368139744, 13.3975744247, 1.95401716232, 0.844676971436]",8am in Charlotte,Drake
Cwqmw7Dv8BF,https://scontent-lax3-2.cdninstagram.com/v/t39.30808-6/372613156_18286835830122863_2089337919460330231_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjMwODA4LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHyd8XZ916ibFU7H3HSovecFowsD0RB-Uh8SeXDvxxvBEXN-K7LAt38dhuZ0oIfkVc&_nc_ohc=FQuQHpwtYKoQ7kNvwGU9VXQ&_nc_gid=xoCt2DXMg-e9M5s2f6jwWg&edm=ALQROFkAAAAA&ccb=7-5&ig_cache_key=MzE4MjUyNjU2ODU0MjkwNTEzMw%3D%3D.3-ccb7-5&oh=00_AfFjJVMsWQvFUlQshNzvN6kfFg6kJd-hYrOqZdKMBL11qg&oe=6811F946&_nc_sid=fc8dfb,"[0.792463600636, 0.410018503666, 3.04514074326, 663.416320801, 0.0956513360143, 6.61235427856, 521.295471191, 19.6927604675, 0.417536139488, 10.9787387848, 4601357.0, 0.592058420181, 0.024126123637, 0.0507852658629, 0.00959061644971, 0.00205402774736, 0.00315818050876, 0.000925173808355, 0.000472286279546, 0.000771269144025, 0.000870913383551, 0.000912591349334, 0.000689465901814, 0.00105613935739, 0.000206013384741, 0.000499894318637, 0.000180384173291, 0.000162054988323, 0.000140978081618, 0.00013539120846, 0.000104104787169, 0.000307473383145, 3.94154376409e-05, 5.66800263186e-05, 0.000100403136457, 8.21327193989e-05, 0.000123446603538, 0.000179673617822, 2.42703663389e-05, -730.807373047, 186.644470215, 26.5277423859, 18.9992179871, 10.960100174, 17.3652915955, 8.02657222748, 14.1762094498, 9.81200408936, 10.6326961517, -3.15758824348, -3.23897814751, 7.38687849045, -59.7278327942, 140.651733398, -74.0029220581, 16.5928916931, -33.7463150024, 20.3390140533, -16.9325408936, 8.81963825226, -13.7107181549, -0.907922923565, -13.14316082, -0.312541127205, -4.01239347458, 126.930679321, 1.09657478333, 3.9629945755, 0.51330268383, 14.7389287949, 1.67173850536, 0.655903279781]","Icytwat X Ethereal Type Beat ""Stars""",Bvtter
DHujolRJTSy,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/486556883_18495067294042591_6303387053459859050_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGR24f-SXJpQZOshPWFQU2MvEC9u4rvm1DhNaoTlUpdCNSMg5WbFyV4h8PF4rIkK0o&_nc_ohc=M4ZHsLEWDcIQ7kNvwHcUmCB&_nc_gid=1enN7vE-0qMnzBkTfA3Yog&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5Nzk2OTg3MjczODY2MTU1NA%3D%3D.3-ccb7-5&oh=00_AfFSwqkkSfAKkmGD420A_DPYz8VtPE9Ri8L-AxuSkjabqw&oe=6811F113&_nc_sid=fc8dfb,"[0.930423736572, 0.475596994162, 3.30268359184, 1716.84655762, 0.0830912590027, 7.65396785736, 1680.83325195, 20.4787254333, 0.518321812153, 24.0873699188, 4256596.0, 0.653976678848, 0.000170531493495, 0.00616804836318, 0.00404036976397, 0.00193236221094, 0.00314771430567, 0.00148152501788, 0.00133590691257, 0.000862203945871, 0.00063777359901, 0.000276136677712, 0.000238288252149, 0.000222504386329, 0.000255991413724, 0.000437875802163, 0.00039128770004, 0.000608925358392, 0.000493653700687, 0.00038223399315, 0.000633622985333, 0.000631856964901, 0.000458244408946, 0.00017172092339, 0.000132324508741, 9.58953387453e-05, 4.63016476715e-05, 1.71668925759e-05, 3.29522094944e-06, -647.653503418, 106.594955444, -2.28395581245, 45.9165534973, 12.4237880707, 9.36608505249, -0.302105545998, 0.987141609192, -2.18285989761, 4.56266117096, -4.66205739975, 2.24752521515, -3.71237897873, -8.47065258026, 85.5766448975, -114.627883911, 56.5703811646, -45.4248199463, 6.10042858124, -36.2020645142, 3.48980689049, -20.3361911774, 0.0331265516579, -14.2609729767, -6.0388250351, -11.204211235, 125.548233032, 1.0856744051, 3.13590335846, 0.52356159687, 11.2754440308, 2.44709420204, 0.776525616646]",Razorblade Kiss,HIM
DHeTytDyDka,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/485029999_18493753447042591_8355268197473014416_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QEPrfwBreHu_DCrI-AW9EmdPV3X7_t-RYlv5TGcPGxXVMaBgjpQtoEk8qhEaktHswU&_nc_ohc=ZwI5jKHkceoQ7kNvwHGy4Sc&_nc_gid=Nsa_dAdEn-OYOeSalKlSWw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5MzM5NjU5OTkyNzYxNzgxOA%3D%3D.3-ccb7-5&oh=00_AfEqJO_tlX5BT8UCGUM8m1HLfsRh0D2saTFz-1eJmfgV9g&oe=6812035F&_nc_sid=fc8dfb,"[0.216268330812, 0.42747604847, 9.4408197403, 1075.85620117, 0.0473296009004, 6.85970401764, 1392.26379395, 11.7409105301, 0.455063134432, 10.5755777359, 3654536.75, 0.895759046078, 4.04092752433e-05, 0.00647574523464, 0.00541551085189, 0.00135580194183, 0.00204722792841, 0.00160004559439, 0.00124979298562, 0.00113166111987, 0.00163693458308, 0.00116609758697, 0.00124862929806, 0.000758001289796, 0.000648201908916, 0.000421817589086, 0.000294597062748, 0.000194523716345, 0.000176826797542, 8.18284242996e-05, 7.21519609215e-05, 4.99862617289e-05, 2.13930379687e-05, 1.76238172571e-05, 9.59937642619e-06, 5.84308372709e-06, 4.42485315943e-06, 2.53254847848e-06, 8.52387529449e-07, -771.359191895, 152.614044189, -13.860915184, 7.1387462616, -1.83379817009, 2.26139140129, 1.49000287056, 3.73519659042, 3.77640604973, 4.23961591721, -0.000426809681812, -1.73045098782, 1.36246085167, -121.779968262, 106.175582886, -120.368354797, 1.47694528103, -44.7130737305, 8.75437545776, -26.2248497009, 8.30600547791, -18.7822723389, 3.67324113846, -14.8942461014, -1.06594705582, -8.78731060028, 79.6316375732, 0.803768336773, 0.99580425024, 0.552254974842, 18.6203784943, 1.33661556244, 0.53911948204]",Shrek: Fairytale,Cinematic Symphony Orchestra
DGjyEFDpne6,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/481842958_18488937106042591_5552979178503814671_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QF8fkT6ZF-raOplUaggItd1xXddJ1c_Lb4Yw5cRFAun7rVZgUOsRbPhiTEloJ6c73A&_nc_ohc=t_DOe_8TqlgQ7kNvwEGPWb9&_nc_gid=bxqxu9Tsqt72QXgTQrvbqQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3NjkyMjcxMTY5NTcxODMzMA%3D%3D.3-ccb7-5&oh=00_AfFfzkBgLXretQjVoeY9bwyb6y6poELvJ4-r7RmCNYbnGA&oe=6811F2FE&_nc_sid=fc8dfb,"[0.955186963081, 0.469976663589, 2.95891952515, 1461.48034668, 0.0901846215129, 7.631980896, 1537.88549805, 23.3642406464, 0.587116956711, 25.0463409424, 4694755.0, 0.576018691063, 0.000254402577411, 0.00557211367413, 0.00411262689158, 0.00454509072006, 0.00441023847088, 0.00161888322327, 0.00107474985998, 0.000825758441351, 0.000990938278846, 0.000660988152958, 0.00025344180176, 0.000441111798864, 0.000443299737526, 0.00054289837135, 0.000341022969224, 0.000493406841997, 0.00109513511416, 0.000506059208419, 0.000539924949408, 0.000419775140472, 0.000283799396129, 0.000197896966711, 0.000217703141971, 0.000128128667711, 7.77903551352e-05, 3.01567197312e-05, 5.24860115547e-06, -633.668579102, 112.187896729, 9.68852138519, 35.5224189758, 11.5548028946, 3.859167099, -0.907962739468, 6.00130653381, -1.25995528698, 3.89611577988, -3.51769948006, 1.42487215996, -6.67150592804, 8.12938117981, 89.1076507568, -105.426269531, 46.2340354919, -52.421787262, 9.55721950531, -39.2079353333, 8.94880580902, -23.7480335236, -4.70667552948, -19.6559925079, -7.22083187103, -14.9266548157, 120.939460754, 1.25028312206, 2.58060455322, 0.533353447914, 12.8812942505, 2.15398430824, 0.648610711098]",Come As You Are,Nirvana
