ID,head_image_url,music_title,music_artist
C36Trv1vvvm,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/430710528_1565125324300895_4156905904473114511_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGFke3X9YJ_Jt2t6s7AH6pK2lMilJhxrPAfQ7GQaM20yGPjVdqoIP4lIc_a2ykNbEE&_nc_ohc=RHAf5Jwd_s8Q7kNvwF4Lm-X&_nc_gid=ee5SHbI-go6Nxc_43UYqQQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMxMzA0NzA0MTYwMDMzMTExNQ%3D%3D.3-ccb7-5&oh=00_AfGz4QMIt2KWNMtUXRz89oe1Zd4BXByycN1Ke9HIQGRmwQ&oe=67FFE14E&_nc_sid=fc8dfb,Veridis Quo,Daft Punk
C8m2AnuJSXq,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/448915841_2129510730765931_2175384669792955564_n.jpg?se=-1&stp=cp6_dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFyAzyHap1LZUltyTQ2BdvBN-weZuBns7vDIQKo8Fu4gQ93EKxDVmVuwhr8EFSkVmQ&_nc_ohc=HH7fSVXCsH8Q7kNvwGzisfK&_nc_gid=NxdJuyZ4Fl4vO2CZY_ycMA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzM5NzY0MDQ5Nzc0NjE5MjE1MQ%3D%3D.3-ccb7-5&oh=00_AfE9R1jLed44NzGu7YcjKlNyx8h2ljdHC31NYjS6YG7kiQ&oe=67FFDF18&_nc_sid=fc8dfb,Cigarettes and Coffee,Otis Redding
C0PzDAXJrnZ,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/404935024_1450891119190269_6719872574332289258_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTY1MC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGdKJOxtRv8Hq0Rza22cVWt_Hz5ZUBa_8biDhvN52345P6VdruWjWWdNXdtr0riBqM&_nc_ohc=7t7SVc-wLdYQ7kNvwH-2Xu2&_nc_gid=UdEmHqsMKfrqD1Qht4VI5g&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI0NzAzODM1ODgwNTEwMjI5NA%3D%3D.3-ccb7-5&oh=00_AfHq-XBQKIXepMdea8MljBPhgAXeynWEAk6XsBByVJ-6tA&oe=67FFB699&_nc_sid=fc8dfb,Earth Song,Michael Jackson
C3QmbmKvBzQ,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/426261416_1850923835330584_8845037382202477481_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjEyNjF4MTU3Ny5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEwjLgTNl_8gytM780_RnhapZnj3t9Z89hFfYKdJXc6pbdOxyDdnM00_BbQ4s7ZOlk&_nc_ohc=3WYwixkeYGAQ7kNvwEIxEgc&_nc_gid=oYKsg2xve9wQiyg77qcTRQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMwMTMwNzU0OTAzODE1NzAwOA%3D%3D.3-ccb7-5&oh=00_AfEJ1h0jz8q9PdmlVNAzvl-qs8d7yv8QosoGvFbuABgPTA&oe=67FFC481&_nc_sid=fc8dfb,Remember the Time,Michael Jackson
C64f1tGparb,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/442669255_1034288241375010_3316064258436932709_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4OTU5LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH5gU8ivagJ912C35mm3XGuPtxXAVxPgIfsYQ2CLE_TZfgD4K_S7TOuxC-WVlw33bE&_nc_ohc=GAtH2Zt1X-IQ7kNvwGi7o79&_nc_gid=FeO89ILgCh-DW3lMxHNqYg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzM2NjU4MDc1MTQ2MzQ1OTU0Nw%3D%3D.3-ccb7-5&oh=00_AfHkSkr04YQoB5ojTAF2Ax-__KRS__yLNQujZvUzl6Wang&oe=67FFDCC4&_nc_sid=fc8dfb,I Don't Want To Miss A Thing,Aerosmith
DAEm4_QT2G-,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/460632126_3771925013075489_1501313499087130462_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFTOAxPhH6kpRiMKB0fUFlbYj6T5k_9Jt-82Cb2zIqUoUDmSYQpnUFWUwRChnd7A0c&_nc_ohc=ZzP2Fz5fmhQQ7kNvwEFj9L9&_nc_gid=sTMGyUh3p-wfhLemOpIijQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ2MDA2MTQ0MTIyNjA4MDkwOQ%3D%3D.3-ccb7-5&oh=00_AfEZHnKTnVdmBI0y-p5RLq5JPpGQIZCUrEYyYmhV9_HGHw&oe=67FFB234&_nc_sid=fc8dfb,Everywhere,Fleetwood Mac
C79nibrp8rF,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/447937404_828989158664578_2995692635187305717_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc4NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFtmqH4UoFxPOEHnVzaQa5xFP4HeIxgDuXOW4X2G1GpUdwzEu_eL9-g22qWG5HMs5M&_nc_ohc=rkeu5QDTOxEQ7kNvwFsksNS&_nc_gid=hj4Nz84F5wRBMMf48x52-Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzM4NjAzNjM3ODE5MTQ5NzQ3Nw%3D%3D.3-ccb7-5&oh=00_AfHBKEBczOpAktDxauNoShLZfgNJhXh_cNuV3Z8AD81MmQ&oe=67FFB1F4&_nc_sid=fc8dfb,Giorgio by Moroder,Daft Punk
C2YbplMp_Xl,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/420047401_3556724297873302_6439708847508672782_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTIyNS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGuJbE3G5fZScBtbbAx6t4M4LoWL83HofzmVqWDq8Hcv0mcBbXq9ccQb88HQjgIDwU&_nc_ohc=DSwy84zRvOsQ7kNvwGR2JlY&_nc_gid=zZhG-6FXvmXOExk9dfwBUw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI4NTQ5NzUyODQ4MzAwMTEzNg%3D%3D.3-ccb7-5&oh=00_AfFg3_EkQ4dV2sSaamrR36uQg_IWy2zzGwhyegh7orXlXA&oe=67FFE1CD&_nc_sid=fc8dfb,Wicked Game,Chris Isaak
DHuX3QggDOK,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/486621671_18501439888012619_8245677272886107803_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTA4MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QG3b_dFMQTy-uxz0Lv71_U9VJtkB1HfogkvaqZ_QD2rEQBemje5ValHpG1MVfPWRAg&_nc_ohc=E6Ph2g9BJnMQ7kNvwG8C9o2&_nc_gid=6FMbElMMSMS-Lc34Dn2WPQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NzkxODA5NTM4NzM2NzU3Mw%3D%3D.3-ccb7-5&oh=00_AfHqjuJs41llmdtK8YVypmvpAeaWlAtkMZ_LdIGqPlKbwg&oe=67FA66F8&_nc_sid=fc8dfb,Mmhmm,BigXthaPlug
DGTYnOmRFJq,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/480497824_18494075611012619_4684597263825896096_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTE5Mi5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGaGtuSaZPS46eciyVMeMspkXudnp-Me962u6F67jSZWtHZTWQ8M9I4AooZ-S_S-og&_nc_ohc=1fswTVWwXZoQ7kNvwEC4E6f&_nc_gid=1HIvqeYCvbHkGULwRiXYYA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3MjMwNzE2ODI0NDE3NTM2MQ%3D%3D.3-ccb7-5&oh=00_AfEy8WUoYHyanYnn1X0GvX6iqzB8L-72HLt-LAtruSRPcg&oe=67FA56D4&_nc_sid=fc8dfb,PISTOL PACCIN,"NLE Choppa, BigXthaPlug"
DG1rLC4gVnM,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/482953094_18496592656012619_7334614050662916748_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQzOC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEi3FHCgP1VXKba_4R4W_oUAhIAXKE2uPHdcJG-0K4Rjl1GPhD_XaQW75hyob_N7U8&_nc_ohc=QTL0kuV4QPgQ7kNvwFDFeWj&_nc_gid=9bziboFlyLFNpNJwCRoB1A&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4MTk1ODk1MzY1MjgwNDA0NA%3D%3D.3-ccb7-5&oh=00_AfE6prTKg_PYX9EqTQ24u5JRvLS6bHqp4zJ3RjqOo-RejA&oe=67FA7822&_nc_sid=fc8dfb,Straight and Narrow,Sam Barber
DFjcXVWgJ3G,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/476283013_18490726633012619_6368642503467551996_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFsI6CS9CZIYzdSn9jLZ1k9tjMbpz45Fst13BVmn9eo4DY_ZWGmWSC5T8j4dP-SROE&_nc_ohc=Rf8xtWG377sQ7kNvwEVRUMJ&_nc_gid=iEGCy4RcklcXMGzSivzjWA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU1ODgxMjg2Njk1NjE1ODE5Mg%3D%3D.3-ccb7-5&oh=00_AfHAohKdo9-pH0vT_YGqUA1NiUNMv1VEjs4MWxEnq06xOA&oe=67FA6410&_nc_sid=fc8dfb,Don't Give Up On Us,Owen Wilson
DFbjHBbx78J,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/475643866_18490201441012619_7658633892972583194_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QF2Vy3CYIveFTGFmUS2EJX21FzOHTcjexO3bB8u3NufnxhLqURC42OXjeyHv-4E17o&_nc_ohc=B-8gBCaKTLwQ7kNvwFVRaUl&_nc_gid=h_6GkISX40Hl1hBIUwwubQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU1NjU5MDc0NDk0MzE4MTU3Nw%3D%3D.3-ccb7-5&oh=00_AfHwebVAbCO9aFSgJZJdujaOJjDyQwsU8RTbowdpWYsyqA&oe=67FA4810&_nc_sid=fc8dfb,Comes & Goes (feat. Tommy Newport),"BigXthaPlug, Tommy Newport"
DHmbshcMdFQ,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/486765001_18500778439012619_6427846577609269884_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTA3OC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFuuMq6tW49d0X2KV_WiY34Xizek4ywYm1N9j5Ag2UBIWjpGQM7BKEPCExf_xYVbaM&_nc_ohc=841lTZHX8AsQ7kNvwEWeohB&_nc_gid=U81DOt7i765Z9iGUvPdwwg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NTY4MzE0MTA1OTA5MzU5Ng%3D%3D.3-ccb7-5&oh=00_AfFM6Swsn-OZa_YHcWZ9qOZIfw6tibnerhsxL8oJS21Q-Q&oe=67FA4824&_nc_sid=fc8dfb,"Young, Wild & Free (feat. Bruno Mars)",Wiz Khalifa
