id,title,artist,shortcode,link,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16,embed_17,embed_18,embed_19,embed_20,embed_21,embed_22,embed_23,embed_24,embed_25,embed_26,embed_27,embed_28,embed_29,embed_30,embed_31,embed_32,embed_33,embed_34,embed_35,embed_36,embed_37,embed_38,embed_39,embed_40,embed_41,embed_42,embed_43,embed_44,embed_45,embed_46,embed_47,embed_48,embed_49,embed_50,embed_51,embed_52,embed_53,embed_54,embed_55,embed_56,embed_57,embed_58,embed_59,embed_60,embed_61,embed_62,embed_63
SONG_0000,Call Me When You Break Up,"Selena Gomez, benny blanco, Gracie Abrams",DHqyEKlx45m,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/485648514_18593828281019724_8902815051699627240_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQzOC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QHJenhIOlZ72sqqjL7rubXQNmK14mAmED6nsaHIVKclA3XafNdXI2C26e9ngmzDgjk&_nc_ohc=QnJJ1QPyjMAQ7kNvwGj2U3K&_nc_gid=3ma2XK9UhNyV7u2Q12hu2g&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NjkwNzQ0MDk4MzQ3Nzg2Mg%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfG3iGN4Myp3h4I5kzPFaWqNEeQbgbgnZ5LnNarMbsalhQ&oe=6805045D&_nc_sid=fc8dfb,-0.04062187671661377,-0.025262394919991493,0.14510487020015717,-0.18464618921279907,0.029728660359978676,0.17010627686977386,0.019964266568422318,0.0845717191696167,-0.08956367522478104,-0.1423141360282898,0.02896631509065628,-0.10330766439437866,0.018835196271538734,-0.03555740788578987,-0.1553547978401184,0.03493804484605789,-0.03132423758506775,0.13309429585933685,-0.11697807163000107,0.15473352372646332,0.11905975639820099,0.13174603879451752,-0.09710007905960083,-0.08703285455703735,-0.16652870178222656,-0.277785986661911,-0.05119574815034866,0.04937024787068367,-0.0717330202460289,0.1955428421497345,-0.009994113817811012,0.16778826713562012,-0.1188579723238945,-0.22227591276168823,-0.03822563216090202,0.10354834049940109,-0.14366494119167328,-0.04592112824320793,-0.039467088878154755,-0.1529948115348816,-0.06225670874118805,-0.15020669996738434,-0.07282223552465439,0.23139600455760956,0.1648138463497162,0.03402365744113922,-0.039429672062397,-0.11544311791658401,-0.06379774957895279,-0.0035763722844421864,-0.2510772943496704,-0.17445355653762817,0.16467347741127014,0.16675759851932526,0.04523482918739319,0.04229852929711342,0.05336936190724373,-0.1307259052991867,0.189798042178154,0.12413781136274338,-0.2674601674079895,-0.01059723924845457,0.019791122525930405,-0.018321914598345757
SONG_0001,Sunset Blvd,"Selena Gomez, benny blanco",DHKpuJEtril,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/484216085_18591137425019724_1764302992355932174_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTE2NC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFulHAmenzk3fDLf2orPBg2WHCA_rMV0CW52dcFOuHPoZgR5kfdXqmjG0-BfuwP_mM&_nc_ohc=jGM2qkgZQtcQ7kNvwFMriW-&_nc_gid=35vFLMCbD2GnNQSilIB5Rg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4Nzg2MzU0Mzg5OTY2NjU5Nw%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfH-lmznOc_trrQLK83AHC54zWDRSLrGQGeo0cipJPP8lQ&oe=68050A33&_nc_sid=fc8dfb,-0.14071053266525269,0.04070287197828293,0.08451363444328308,-0.10508117824792862,-0.027907004579901695,-0.07055913656949997,0.09707029163837433,0.06368173658847809,-0.2519831955432892,0.0037818821147084236,0.2319381982088089,-0.15430614352226257,0.053302180022001266,-0.16685305535793304,-0.04386727884411812,0.09296105057001114,0.08932233601808548,-0.11661187559366226,0.00665908120572567,-0.024116290733218193,0.21767400205135345,0.005252176430076361,0.05603192374110222,0.08388242870569229,-0.026276854798197746,-0.3901492953300476,-0.06830161064863205,0.1558031290769577,0.016772368922829628,0.0009513917029835284,-0.07155071943998337,0.16433332860469818,-0.19038860499858856,-0.2657671272754669,0.1302056610584259,0.09712284058332443,-0.1593380868434906,0.038269203156232834,-0.01582120545208454,-0.07898537069559097,-0.12017711251974106,-0.11015577614307404,-0.17023113369941711,0.10347915440797806,0.09768425673246384,-0.010259458795189857,-0.08501289039850235,0.05092412233352661,-0.09320471435785294,-0.035683732479810715,-0.14357991516590118,-0.08173367381095886,0.08946366608142853,-0.03128157556056976,0.25410196185112,0.1292998045682907,-0.13562026619911194,-0.06504365801811218,-0.028087036684155464,0.09888184815645218,-0.1996764838695526,0.06333864480257034,0.013815897516906261,-0.08712834864854813
SONG_0002,Perfect,Ed Sheeran,C6bGvvzvQma,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/441139926_848243033788094_1850554147928343309_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QHyWZYV8xzTQSxvR44YyUj0mFk-bZ4ef5ugFJWXigyAPDUjcsmp5Kt-qeQjTGbF2-w&_nc_ohc=A3ES4dvyUzoQ7kNvwF9mRK3&_nc_gid=TZJRKO-5NrY1ntfHzD2tHQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzM1ODMwNzYwNzQ2OTkyODA5NQ%3D%3D.3-ccb7-5&oh=00_AfETGZBJktWpT8Jaev-Dwhe7QpScHNWBfKdGhj_Pe4jYSg&oe=6804EF79&_nc_sid=fc8dfb,0.032636165618896484,-0.00787039753049612,0.007813847623765469,-0.04380934685468674,-0.09502650052309036,-0.025276875123381615,0.07041488587856293,-0.01371806114912033,-0.16863775253295898,0.06940726190805435,0.29348477721214294,-0.07752319425344467,-0.026307357475161552,-0.05715605616569519,-0.14948685467243195,0.002425416838377714,-0.10028541088104248,-0.0020599134732037783,-0.05151187255978584,0.10187025368213654,0.08817939460277557,0.05167471244931221,-0.08125033229589462,-0.05151515081524849,-0.059547059237957,-0.11183659732341766,-0.10086637735366821,-0.2650304138660431,-0.16004614531993866,-0.13751359283924103,0.08049390465021133,0.30583176016807556,-0.17742477357387543,-0.07376212626695633,-0.03136603161692619,0.20065385103225708,-0.03716367855668068,0.0015696440823376179,0.12798084318637848,0.08037560433149338,-0.0010000112233683467,-0.08753872662782669,-0.014487963169813156,0.08978508412837982,0.08870335668325424,-0.1856509894132614,-0.11440108716487885,0.04317900910973549,-0.16346557438373566,-0.0067039853893220425,-0.24191711843013763,-0.21201176941394806,0.06849191337823868,-0.08310669660568237,0.22788919508457184,0.11196072399616241,-0.03396935760974884,-0.07421747595071793,-0.05243910104036331,0.30939897894859314,-0.1901787668466568,0.020769700407981873,-0.14280427992343903,-0.050191447138786316
SONG_0003,Those Eyes,New West,C0vRPnvoIAa,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/409331683_1309357309751068_987662860587524333_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QEh61mzCNJTcr5qpy63vTFZIl0UvTydCY6nvscI3F4Sr1KLfRO9SjMdHJgUKRACFz4&_nc_ohc=t0S4-xbK-O0Q7kNvwFteUq9&_nc_gid=wil52Cqk1pbNC_7Vu-G_qA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI1NTg5Njg5NTg2OTk3NjYwMg%3D%3D.3-ccb7-5&oh=00_AfFWjLvd6llW6ARqRfaCErTeTLR-6ZB4BzUcYevHxmsBNw&oe=6805013D&_nc_sid=fc8dfb,0.07651454955339432,0.06340061128139496,-0.12113057076931,0.07948179543018341,0.07263509184122086,0.16104544699192047,-0.033374588936567307,-0.32151535153388977,-0.17944054305553436,0.16212773323059082,0.2865927517414093,-0.03704548254609108,-0.03494083136320114,0.0542176216840744,0.048787057399749756,0.30168217420578003,-0.1902163326740265,-0.13275158405303955,-0.028085755184292793,-0.12577944993972778,0.07868042588233948,0.14184163510799408,-0.11906026303768158,-0.23052629828453064,-0.2228529453277588,-0.09359515458345413,-0.02324821799993515,0.08020608872175217,-0.12601329386234283,-0.0765412226319313,0.07470700144767761,-0.06770018488168716,-0.06281939893960953,-0.027980271726846695,0.10950440913438797,0.1798255741596222,-0.00011127227480756119,0.13284483551979065,0.06491458415985107,-0.010804700665175915,0.11153353005647659,-0.06702593713998795,-0.04099094867706299,-0.00010352008393965662,-0.046383507549762726,-0.03517882898449898,0.08583230525255203,0.08237510919570923,-0.07637397199869156,0.10109499096870422,-0.19241277873516083,-0.04227665066719055,0.0353485569357872,-0.0022447018418461084,0.07233833521604538,0.2651447355747223,-0.10394079238176346,-0.022087495774030685,0.18492214381694794,0.12672178447246552,-0.16992999613285065,0.015616906806826591,-0.0362507626414299,0.041586313396692276
SONG_0004,Ive Been In Love (feat. Channel Tres),Jungle,C_gUrFoSjoi,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/458352584_1565097637722412_6771756777757536366_n.jpg?se=-1&stp=dst-jpegr_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQuaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFfiKOH4cRCgUYCka01GjGfnfpQlJ5Dt2BCjeQp11tKo4gAvq0Pv0KCl_Jo0Fbssek&_nc_ohc=SPQO_1i8eWoQ7kNvwE48Aiu&_nc_gid=GyD2LL83sgvNoI0Uz9uyZQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ0OTg0ODIzNjQ3ODE4Mzk3MA%3D%3D.3-ccb7-5&oh=00_AfHGdiJDELavyxIpXlcOZ7oZWv6lBYEDSi0eY6TOKCc4vA&oe=6804EBEE&_nc_sid=fc8dfb,0.03307265788316727,-0.1584036648273468,-0.2027987390756607,-0.0923711284995079,0.19819454848766327,-0.08208254724740982,0.03235001116991043,0.3229180574417114,-0.21155431866645813,0.24899061024188995,0.002721732947975397,-0.05967600643634796,-0.031536735594272614,0.0854780450463295,-0.09471191465854645,-0.06484908610582352,-0.06115731596946716,-0.0029686004854738712,0.06951167434453964,0.16889096796512604,0.10532601177692413,0.01536692213267088,0.10155375301837921,0.05727888643741608,-0.16727104783058167,-0.18655768036842346,0.0670853853225708,-0.06397631019353867,0.017400678247213364,0.16434191167354584,-0.2954476773738861,0.14912284910678864,-0.1431824117898941,-0.12352585047483444,-0.1061416044831276,0.12270239740610123,0.08206123858690262,-0.0093318410217762,0.04899714142084122,-0.009115863591432571,0.06295725703239441,-0.1164005920290947,0.11614350229501724,0.01620057411491871,0.08301111310720444,0.021563492715358734,-0.044042885303497314,-0.11689624190330505,0.15055929124355316,-0.08225573599338531,-0.1261320263147354,0.1582127809524536,0.06090490520000458,-0.07261292636394501,0.24657128751277924,-0.09536958485841751,-0.22072821855545044,0.147511288523674,-0.017667539417743683,-0.05713389441370964,-0.057076748460531235,-0.046341363340616226,-0.06408490985631943,-0.11109761893749237
SONG_0005,FLOWER,JISOO,DIJGGzIp_M9,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/488882210_18296601835266096_4171938857545717138_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTYwNi5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QHlCk_z6eoDEDN95iFC2gxbJCNZ-rgIXQq1K0HtCmsXTrNofFDHXCI_Kd9seEwJtB4&_nc_ohc=pI5rEO8CQT4Q7kNvwFQqdZV&_nc_gid=lxUvKJG5k8NCqYbJqf_F3g&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzYwNTQzOTgxODM3MjY0ODc5OQ%3D%3D.3-ccb7-5&oh=00_AfEdIVfusoeuOHxjYRX6RusA6PtrD48Ozzfq9178MI57CQ&oe=68050D8F&_nc_sid=fc8dfb,-0.03661113604903221,-0.12846337258815765,0.05016949400305748,0.21888312697410583,-0.18834316730499268,0.03592778369784355,0.17400680482387543,0.147292822599411,0.08535812795162201,0.06465420871973038,-0.1373443901538849,0.08477022498846054,-0.07557816803455353,0.04302885755896568,0.04285348951816559,0.19070445001125336,0.3175981342792511,-0.0914405956864357,-0.14048846065998077,0.08444124460220337,-0.11998309195041656,-0.020046306774020195,0.04983856901526451,0.16997234523296356,0.09814734756946564,-0.1696593016386032,0.13312315940856934,-0.11126994341611862,0.15899771451950073,-0.02231597900390625,0.08807113766670227,-0.005882703233510256,0.23380357027053833,-0.09375448524951935,0.009613963775336742,-0.1568644642829895,-0.07740294933319092,-0.09837013483047485,0.04268971085548401,0.16543903946876526,0.026561755686998367,-0.03458560258150101,-0.10921480506658554,-0.030230732634663582,-0.01691630855202675,-0.01513608731329441,-0.12913179397583008,0.06919624656438828,0.07856741547584534,-0.11335064470767975,0.031938791275024414,-0.02667205221951008,-0.07315300405025482,-0.1254783272743225,0.10299281775951385,0.043861791491508484,0.09788882732391357,0.2297675907611847,-0.01786341704428196,-0.1876206398010254,0.33186206221580505,0.18836258351802826,-0.03212299570441246,-0.08181419968605042
SONG_0006,earthquake,JISOO,DH_AVl6J4-3,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/488071323_18296201344266096_5876831393123333631_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5Ny5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QHJdZnXroWgjnBAN2-UwsbU5jTf4c2S6iIboIu4LFaJZGFKAUGXGftMsQWcNqcW3S0&_nc_ohc=MQPDdHi563QQ7kNvwEUtk0B&_nc_gid=U5f_u_-LQ1N-FHdv0OdFLQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzYwMjU5OTY5MTA0NDY2MDcyOA%3D%3D.3-ccb7-5&oh=00_AfHYsjBbMB_XzfqIVmYoMCUFHlCp5v2j4bBLpUPBeZgODw&oe=6804FDD9&_nc_sid=fc8dfb,-0.20531563460826874,-0.1695312261581421,0.07649043202400208,-0.1622006893157959,-0.10106006264686584,0.10081068426370621,-0.052431870251894,0.04298312962055206,0.028153933584690094,-0.09830272942781448,-0.10055851191282272,-0.21174320578575134,-0.07313938438892365,-0.11624775826931,-0.014836853370070457,0.04567798599600792,0.1091083362698555,-0.08292478322982788,-0.2951878011226654,-0.10379702597856522,0.17996586859226227,0.05890117585659027,0.06170540675520897,0.12409457564353943,0.01708083413541317,-0.10192925482988358,0.07440230995416641,-0.17249469459056854,-0.11281237751245499,0.1325690597295761,0.04587387293577194,-0.036070533096790314,0.02945597469806671,-0.16244931519031525,-0.026783140376210213,0.11454569548368454,0.03497347980737686,-0.10618062317371368,0.07612024247646332,-0.0953236073255539,-0.08300673216581345,0.14416229724884033,-0.06260280311107635,-0.05534953624010086,-0.006983228959143162,-0.12649336457252502,-0.009802132844924927,-0.21831171214580536,-0.05146472156047821,-0.3171676993370056,-0.25085029006004333,0.05640207231044769,-0.06915327161550522,-0.16462990641593933,0.15392178297042847,-0.16659817099571228,0.15007859468460083,0.05843266472220421,0.12597157061100006,0.20568010210990906,0.00934388767927885,0.14908458292484283,-0.08820520341396332,-0.011985626071691513
SONG_0007,All Eyes On Me,JISOO,DH1Ch34zp_-,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/487813006_18295775251266096_6673358481805298433_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QEdKUakhA7y1zhcdZd_UW0Vj9sFMhX9cN8McU7AG659P1u9yw3BI1NshgWhP7gjnM0&_nc_ohc=C-v-CEHwLqoQ7kNvwEg-jVA&_nc_gid=eajt_EQ-soHIQF5MpHwtwQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5OTc5NDU4NTI2MDAwNjM5MA%3D%3D.3-ccb7-5&oh=00_AfEYuNawHPOFjKmKlu-ex8Z6JdZ2NntnRJb4ggtebVH-BQ&oe=6804F045&_nc_sid=fc8dfb,-0.0019490127451717854,-0.008327379822731018,-0.01092618703842163,0.17818385362625122,-0.10103331506252289,0.03538334742188454,0.13721531629562378,0.16913969814777374,0.00757422111928463,0.06354278326034546,-0.21537141501903534,-0.03782859072089195,-0.0555182620882988,0.047455620020627975,-0.1308487355709076,0.16530278325080872,0.28164365887641907,-0.08365383744239807,-0.0385674349963665,0.16716456413269043,-0.08382962644100189,-0.035646554082632065,0.11570658534765244,0.05967484787106514,-0.013692568056285381,-0.06305787712335587,0.26008376479148865,-0.17570644617080688,0.08640754222869873,0.035700418055057526,-0.020261555910110474,-0.024220984429121017,0.09205867350101471,-0.06445381045341492,0.018227610737085342,-0.19380508363246918,-0.1434958577156067,-0.09616241604089737,0.028115438297390938,0.14524228870868683,-0.16312667727470398,0.0050819674506783485,-0.05849337577819824,-0.02288571372628212,-0.036376409232616425,-0.04188705235719681,-0.22726719081401825,0.10797566920518875,-0.057909224182367325,-0.18185743689537048,0.0586601085960865,-0.061061691492795944,-0.08299505710601807,-0.07925381511449814,0.04623643308877945,0.10961286723613739,0.2013603001832962,0.24055296182632446,0.1356218308210373,-0.2364906519651413,0.24073123931884766,0.08936292678117752,-0.1884000301361084,-0.09877581894397736
SONG_0008,Your Love,JISOO,DHyhk84JaDA,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/486395852_18295664902266096_2633111266155483445_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTYwNy5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QHEYmncgiJz44WQbwVUtJk18un2Gw8aIiIXcLZd6fv2KOh9FBWCfhx4uEWLYmWOrcg&_nc_ohc=Ivt7q3fEefoQ7kNvwEzMaPZ&_nc_gid=n2WboSx1HTfJlhlq9ee_zA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5OTA4NjcxMDEzODc0ODYzOA%3D%3D.3-ccb7-5&oh=00_AfFtE_uTfsaqn8Izvc3qlUsORFsxoSUo-CcddcUTw_xNxA&oe=68050895&_nc_sid=fc8dfb,-0.020148320123553276,0.04537751153111458,0.08158522099256516,-0.15322506427764893,0.06080758944153786,0.02815651148557663,-0.1558620184659958,-0.12359390407800674,-0.08172082901000977,0.11881528794765472,-0.01320432685315609,-0.20465882122516632,-0.11922991275787354,-0.1523476094007492,-0.17181149125099182,0.19412705302238464,-0.006311030127108097,0.004147300962358713,-0.19347567856311798,-0.14192067086696625,-0.017351694405078888,-0.0585658997297287,-0.07091622799634933,0.01093601156026125,-0.23196019232273102,-0.06352753192186356,0.1352669894695282,-0.21977853775024414,-0.126855731010437,-0.07416120171546936,0.03021838329732418,0.1422819346189499,-0.18400037288665771,-0.19264008104801178,0.1075374111533165,0.10054245591163635,-0.07935340702533722,0.06996504217386246,0.03018323890864849,-0.01405184157192707,-0.004008491989225149,-0.14005282521247864,-0.0774923637509346,-0.013790981844067574,0.03037155047059059,-0.028176981955766678,-0.02792581543326378,-0.1408722698688507,-0.0755862444639206,-0.08431284129619598,-0.3389207124710083,0.020371437072753906,0.029948659241199493,-0.008058835752308369,0.06035083159804344,-0.05295125022530556,0.07881312072277069,0.007661628071218729,0.27317360043525696,0.21725055575370789,-0.07892906665802002,0.2234789878129959,-0.21859697997570038,-0.03856015205383301
SONG_0009,Annie (2022 Live Version),Yoon Jong Shin,DHgcRhEJA60,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/486066404_18294933229266096_4478711584138161952_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5OS5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QGDfBcIN8Y6pYfiDgI1Q6SyDK8U_crimdhuPf-2MMcIDOiMcYK5mENvPPFgFqiMdcQ&_nc_ohc=1YvnxgzfuOYQ7kNvwHfLEAQ&_nc_gid=IhQjDcYdYJAqRS-myIPJ2Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5Mzk5NjgzMzc2MDExNzI1OA%3D%3D.3-ccb7-5&oh=00_AfGllOdEvnr8K3iJsPhvZm6C21nDYacdVpTZa56lQ9DX8A&oe=6804FA24&_nc_sid=fc8dfb,0.11315613240003586,0.03442729264497757,-0.20667405426502228,0.08782641589641571,0.12311052531003952,-0.05507881939411163,0.013602714985609055,-0.06710850447416306,-0.25854063034057617,0.18743005394935608,0.1506941318511963,-0.043703123927116394,-0.02476426400244236,0.12684784829616547,0.1287616640329361,0.19476866722106934,-0.28034111857414246,-0.0644257590174675,0.03142241761088371,-0.03557064011693001,0.05538775026798248,0.11999722570180893,-0.08954008668661118,-0.1520369052886963,-0.003644210984930396,0.03824761137366295,0.11947537958621979,0.2761726379394531,-0.19908733665943146,0.046544212847948074,-0.12078039348125458,-0.05441119149327278,-0.058198049664497375,-0.11398956924676895,0.031033558771014214,0.10362456738948822,-0.05091138184070587,0.12528590857982635,0.06433544307947159,0.19822385907173157,0.01523471251130104,-0.1866123527288437,-0.03811000660061836,0.047370683401823044,0.008878924883902073,-0.06544505804777145,-0.13728103041648865,0.023396579548716545,-0.12403633445501328,0.05723888799548149,-0.0801413431763649,-0.08355963230133057,0.13101208209991455,-0.009081702679395676,0.12733910977840424,0.24887223541736603,-0.11619238555431366,-0.13389001786708832,0.014823967590928078,0.1442437469959259,-0.1694393903017044,-0.10876770317554474,0.18006086349487305,0.15727955102920532
