shortcode,link,embedding
DFGV7gESvtv,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/474082083_18493177462062948_6876404628394376615_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTU3MS5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEeuuFh3ld25PcmEZ5Rh9NbDV-QGTA2HhypoOEYjnMqiRJzC7PyEydRLK1UzL-9W2s&_nc_ohc=cWI1Ewrw24oQ7kNvwErM3nT&_nc_gid=C0bD085HsuiJwH6kmZBiJQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU1MDYyMTc5MjA4MTc1OTc1OA%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfFKdDN5xuu3sF_LY321OEeNetYeXmY7uSVFiZz4nHPO7Q&oe=67FFABFD&_nc_sid=fc8dfb,"[0.10783588, -0.15866396, 0.14324668, -0.09161327, -0.013027096, -0.071423724, -0.1367959, -0.03840931, 0.059984814, 0.009458139, 0.11946655, 0.03358423, 0.0027436232, -0.007992388, 0.13078752, -0.0585837, 0.03992675, 0.013258124, -0.023644583, 0.15045388, -0.028352724, 0.020669075, -0.15562795, -0.010603204, -0.08793814, 0.008146355, -0.023563426, 0.082481824, -0.19532874, 0.09296213, -0.09261372, -0.08603738, 0.0771387, -0.11706073, 0.008012585, 0.022002036, -0.059635777, 0.14671335, 0.0442895, 0.028929673, 0.006435186, -0.06859815, -0.08062936, -0.10599109, 0.011859099, -0.09897074, 0.09459945, 0.12631434, 0.008624389, -0.13630591, 0.01790345, 0.032734476, 0.027926423, -0.091693446, -0.0061925286, -0.024639871, -0.014701702, 0.09025307, -0.026027847, -0.14950413, 0.04282802, 0.13753158, 0.102977626, -0.046340674, -0.037100874, 0.054445483, -0.09681262, -0.012737971, -0.091064736, -0.015431779, -0.030392442, -0.118862465, -0.13858601, -0.050368384, -0.106547914, -0.16405602, 0.11084119, -0.06299606, -0.042157076, -0.012955707, -0.097769946, -0.05237186, -0.013277532, -0.09320785, 0.03089073, 0.21495704, -0.059916656, 0.021709241, 0.098908834, 0.035506357, -0.029836126, -0.07599163, -0.07411177, -0.22253667, 0.15426137, -0.00065347046, 0.08160454, -0.027166117, 0.022557067, 0.13384092, 0.028298957, 0.10726765, -0.11455963, -0.007120067, 0.14998315, -0.010430611, 0.003341171, -0.06178036, -0.08180801, 0.026949706, 0.08746577, 0.024104737, -0.11365365, -0.24168949, 0.13780753, -0.06334575, 0.015805677, 0.1042221, -0.0021859827, 0.12644567, -0.03779986, -0.10468225, -0.008449681, 0.017691094, -0.005391678, -0.15682569, -0.032693714, -0.05127016]"
C1nUZz6yMfo,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/415984293_338204162423191_8407659717093184273_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEwODV4ODE4LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QEsyc8DFSppqZwFzBU_ouE3vamploFsoBfuSMWVLfEkdYAUB-_fKo37tBDFekb7CW8&_nc_ohc=M-ayGlcsDzkQ7kNvwGpfSaY&_nc_gid=sppf1S4OAmyasr96LVZ_PA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzI3MTY3MzM4NDI0MTEzNjc1OQ%3D%3D.3-ccb7-5&oh=00_AfF6bGPnKNKCTO2YVkwjeXvDQafsGrVsEsZvVIgmyHTGGw&oe=67FFCBBB&_nc_sid=fc8dfb,"[0.003331049, -0.19229466, 0.20154837, -0.09141626, 0.10108906, -0.039860126, -0.0724759, 0.006576745, -0.020512115, -0.004382245, 0.11465913, 0.008294566, 0.03840496, -0.11761367, 0.051218335, -0.0525805, -0.014749847, -0.03910618, -0.027622037, 0.10248765, 0.0056940317, -0.033813547, -0.06857717, 0.030730043, -0.09005812, 0.012875137, 0.0059323087, 0.06337524, -0.18299821, 0.014455538, -0.06987681, 0.0046995454, 0.035177417, -0.07243241, -0.0020712498, 0.029264262, -0.04067068, 0.10494176, 0.031745344, 0.009542714, 0.01811924, -0.1312083, -0.12664528, -0.029502563, -0.031476784, -0.12399863, 0.11103663, 0.13797577, -0.0036168664, -0.12701759, -0.033990514, 0.053293575, -0.027663046, -0.034445707, 0.07899593, -0.021895353, -0.054570474, 0.082661755, 0.01611052, -0.13209894, -0.0015044827, 0.121044315, 0.023010898, -0.029562287, -0.040407397, 0.043411855, -0.013716548, -0.048304114, -0.18808132, -0.020964969, -0.003164193, -0.1368785, -0.17666355, 0.016603306, -0.11896183, -0.15853144, 0.11740788, -0.10123794, -0.08403643, -0.04791398, -0.089115955, 0.006833386, 0.0063649137, -0.08128612, 0.03433449, 0.19885254, -0.05759572, 0.05282429, 0.097393736, 0.016319534, -0.0037527576, -0.12054696, 0.035282724, -0.18483509, 0.09503255, 0.03413065, 0.052921817, -0.008013421, -0.02567001, 0.12599647, 0.018509189, 0.15358412, -0.040055633, -0.006759479, 0.1541987, -0.0071261474, 0.037973404, -0.007932549, -0.039767634, 0.062927276, 0.11342176, -0.07073549, -0.07592167, -0.32678658, 0.08281724, -0.04963441, -0.07290058, 0.13709785, -0.070456006, 0.087117456, 0.020882227, -0.07660612, 0.037237298, 0.033904098, -0.0072134477, -0.23953152, -0.036725376, 0.010813022]"
DG_JyowpFbV,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/483456237_18501666835062948_175683149901729757_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4OTYwLnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFDtPo6S6m2NP7ee7bKgaayiDX3Y3wj4n3zWstk4tq1F9faoWqdWZHY2nZQBB9rWWI&_nc_ohc=faVykYENhEMQ7kNvwFf906n&_nc_gid=h68XtkUPhV6ng9LcpcpKgg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4NDYyNjg3Nzg5MzM3MjM1MA%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfFvrMh659-4-E0Wh6onr0lhl7oQcPIRyuvCBNzkEfQB2Q&oe=67FFD7B9&_nc_sid=fc8dfb,"[0.058908183, -0.19326127, 0.22227682, -0.08138694, 0.045735475, -0.07710782, -0.12639879, -0.017674174, 0.09418063, 0.004417779, 0.11499255, -0.02174898, 0.01275893, -0.057758994, 0.037820097, -0.095794626, 0.057313163, 0.019522736, 0.009691002, 0.19945842, -0.050021432, -0.021911295, -0.12032149, 0.025957303, -0.029780487, 0.09985059, 0.010652673, 0.1350847, -0.17094833, 0.055805877, -0.15382561, -0.057577528, 0.09460746, -0.09439723, 0.027602397, 0.07073933, 0.03676521, 0.08771727, 0.027842889, 0.093896285, -0.023840345, 0.0011415113, -0.10915771, 0.09908, -0.08879462, -0.1313634, 0.07724482, 0.13776475, 0.023173556, -0.018886892, -0.012327876, 0.09797035, 0.021876594, -0.077406704, -0.0353049, -0.0070771333, -0.031903815, 0.07919085, -0.10351706, -0.11436868, 0.08299754, 0.13401961, -0.029444305, 0.10838506, -0.054506946, 0.011491627, -0.06156439, -0.0011938838, -0.11467308, -0.05996002, -0.07764073, -0.07045251, -0.20602162, 0.03285095, -0.12937054, -0.17909785, 0.02659675, -0.094728686, -0.1026426, -0.046788976, -0.049829263, -0.0389047, 0.05647098, -0.17058346, 0.039925974, 0.09716429, 0.007511502, 0.035299484, 0.09319033, 0.04092338, 0.032386906, -0.0790845, -0.052779067, -0.13421525, 0.06098324, -0.03817305, 0.046999235, -0.051527124, -0.007822219, 0.0834321, 0.01797417, 0.16110787, -0.07130501, 0.050859798, 0.12775598, -0.07687235, 0.1871832, -0.07219689, 0.011451204, -0.011857126, 0.14763996, -0.06754089, -0.10692103, -0.15613593, 0.13286063, 0.027338434, 0.004638983, 0.08637307, 0.040788226, 0.097473465, 0.061693687, -0.05224263, -0.05440333, 0.060521424, 0.08839635, -0.13366489, -0.039682668, 0.021359174]"
DH1SJpxT22U,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/487730625_18506315185062948_5136728037673696985_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHMYJJTpvZTVVUlsJPenemJLt727yaprV2fLKR1jc-AqqI691MANjfj-T5YYbN8aiA&_nc_ohc=1SORf_E19GcQ7kNvwHQ0A69&_nc_gid=ud0arld8BRxpllqlx4BqWQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5OTg2MzI5MDIyNDY5MjYxNw%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfH6y3MhkwWHB4kzq8zxoKy552jICXlbBsvIjMzmb0uzHg&oe=67FFC352&_nc_sid=fc8dfb,"[0.13497691, -0.12765254, 0.15348844, -0.16056818, 0.020841917, -0.08859645, -0.10342265, -0.07967449, 0.083818436, 0.013782588, 0.07632277, -0.03421317, -0.03175183, 0.01723589, 0.10234118, 0.005228244, 0.046405055, -0.034153763, -0.022305254, 0.029626817, -0.0041993572, -0.010813277, -0.123480104, 0.027885428, -0.092599414, -0.010745405, 0.036088422, 0.078435205, -0.20788239, 0.08052374, -0.043810993, -0.053867187, -0.009350861, -0.08548599, 0.039292216, 0.05203348, 0.012864435, 0.12212422, 0.05981106, 0.054873645, -0.070412464, 0.026544914, -0.040788043, 0.013587118, -0.040587045, -0.10365466, 0.20146188, 0.076630145, 0.05888935, -0.07464916, 0.026532447, -0.04053456, 0.028838487, -0.10950997, -0.035213362, -0.013969663, -0.027663076, 0.05993198, 0.038602665, -0.030441647, 0.031690765, 0.057145156, 0.03401064, 0.05235815, -0.1069168, 0.026911926, -0.1355248, 0.03793088, -0.108187005, 0.043425396, -0.04872107, -0.19445764, -0.2096184, -0.03654084, -0.14419378, -0.14451544, 0.10639035, -0.098698944, -0.036662463, -0.047807388, -0.16280974, -0.031796504, 0.01895103, -0.10065685, 0.044467635, 0.16998553, -0.048092596, 0.0056560975, 0.040958006, -0.018989, -0.0413355, -0.08274199, -0.05638921, -0.19375236, 0.15787306, -0.045879293, 0.07256334, 0.0145312, -0.033251267, 0.11717161, 0.024975237, 0.15016001, -0.11710479, 0.07802461, 0.10744104, -0.055727683, 0.032814898, -0.041592203, -0.027327089, 0.088325046, 0.087501064, 0.06696114, -0.06918207, -0.25437623, 0.105441965, -0.020502293, -0.0047888863, 0.02898341, 0.07450657, 0.14833423, -0.055539265, -0.13184792, 0.002348954, 0.04621857, 0.052158188, -0.21239237, 0.025780946, -0.063899696]"
C4UPxktpfEV,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/432455530_929728785319049_8157239118622421720_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTMxMy5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEOgtNhXsw7-kSlyCDLV9oqMBft0vS1owp-uk-tLWMo8xISoKdAjLteY-wpV-XqMog&_nc_ohc=sqKWE5TGMlUQ7kNvwHGrY7G&_nc_gid=jlhRLRpJw6mkDwlZcsHMkQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzMyMDM0ODE5Nzk1MzkzODU4Nw%3D%3D.3-ccb7-5&oh=00_AfH2xgs4qtKZE3Dohdl7Wtku18Xsn1MeJ82QgTlQ8yy1UA&oe=67FFDCB4&_nc_sid=fc8dfb,"[0.06913034, -0.080987185, 0.12278776, -0.13318901, 0.030414913, -0.13395429, -0.056442946, -0.057063624, 0.051096648, -0.024646325, 0.1356115, 0.029548777, 0.043376368, -0.04146588, 0.122753836, 0.0036499393, 0.049896467, -0.04876592, -0.018555844, 0.07694228, -0.009052647, 0.012552357, -0.12888935, 0.012224459, -0.07854038, 0.03696308, 0.053192638, 0.15030615, -0.08924815, 0.07512573, -0.08099691, -0.04265781, 0.079383105, -0.07925546, 0.084083736, 0.025250854, -0.04227161, 0.12832059, 0.04788271, 0.08704996, 0.021820353, -0.036080748, -0.094652124, -0.05508895, 0.03261748, -0.096967764, 0.14707442, 0.0832349, 0.039787166, -0.13295779, 0.018589279, 0.009906956, 0.014033741, -0.044325422, 0.022811739, -0.057077717, -0.0692647, 0.123600826, 0.08477245, -0.12320307, 0.00621774, 0.050991647, 0.021699576, 0.09073496, -0.09574124, 0.022234248, -0.14712448, 0.02198899, -0.13069463, -0.009249188, -0.011562995, -0.14200984, -0.19106494, -0.071148835, -0.1043821, -0.17197925, 0.14020105, -0.08596139, -0.05294601, -0.07874572, -0.091408916, -0.030674396, 0.019336227, -0.09550151, 0.044983573, 0.15291439, -0.0029137786, 0.0433634, 0.021505117, 0.027374763, 0.004639604, -0.024753915, -0.1288243, -0.2050794, 0.17823981, -0.05785207, 0.09403148, -0.010696223, -0.026482778, 0.13100275, -0.04585897, 0.16000225, -0.14189726, -0.009983349, 0.17422315, -0.042754825, -0.012948455, -0.03492936, -0.05347479, 0.041364737, 0.064318396, 0.054087263, -0.11520411, -0.26881516, 0.11434838, 0.055370733, -0.03417549, 0.082437806, -0.004222797, 0.028034575, -0.03365123, -0.13892636, 0.046492167, 0.08072051, 0.049667876, -0.15617011, 0.06591323, -0.07674514]"
DHZLW_HpTOX,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/484414683_18503916499062948_734531477482199064_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QEJ4beC0aG2tg6RUf1b_JQg4B1qwuII_2CLF5XnepGll_gjrw1flD4EL1-kOU1n5H0&_nc_ohc=46pt2lggSTwQ7kNvwHugcye&_nc_gid=G7RczcXJmVrJWEE9jWl6bw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5MTk1MjEyNDAxNTQzOTA2OA%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfH69xXQdtRA60vwPHUs8rok28NtvnioGxC0aihKbLh0LQ&oe=67FFCA04&_nc_sid=fc8dfb,"[0.074152015, -0.1930749, 0.1429758, -0.047912132, -0.002010993, -0.047064938, -0.14067963, -0.034306962, 0.003897509, 0.007477698, 0.14335315, 0.0123395305, 0.032740414, -0.05559654, 0.12105371, -0.030417116, 0.027633926, -0.03499508, 0.04598224, 0.16437714, 0.023826467, 0.01498239, -0.16794938, 0.016028875, -0.06654135, 0.017535252, -0.0033616303, 0.11312689, -0.20715873, 0.13595742, -0.040865935, -0.046995416, 0.051323723, -0.14031285, 0.029128557, 0.083097965, -0.08237001, 0.12988152, 0.03546635, 0.074441515, 0.0062952675, -0.07843809, -0.100702174, -0.043444764, 0.005991089, -0.06660126, 0.12868178, 0.11952646, 0.045928217, -0.14242867, 0.0069218143, 0.032067053, 0.007813231, -0.07654726, -0.039608322, -0.04223096, -0.051168002, 0.117460646, -0.048372604, -0.17129162, 0.0699566, 0.07733972, 0.07323833, 0.037230927, -0.07657859, -0.00033725947, -0.054085553, -0.029428735, -0.10881244, 0.007922278, 0.015700214, -0.099640794, -0.11705811, -0.087812185, -0.1301508, -0.11702499, 0.119153656, -0.10083733, -0.013053516, -0.041935742, -0.103760146, -0.057783585, 0.02037701, -0.09717133, -0.009348254, 0.19883232, -0.052500125, 0.05360415, 0.04490589, 0.046842758, -0.05897895, -0.05227652, -0.07769748, -0.2005001, 0.13288029, 0.0034929432, 0.046370924, -0.0347734, 0.016985929, 0.14945069, 0.0035473527, 0.10101725, -0.119079806, 0.010749927, 0.11865342, -0.025108846, 0.057172526, -0.028144164, -0.019517595, 0.028070224, 0.05448325, -0.0105986, -0.055853866, -0.3196043, 0.14339034, 0.0026610175, -0.015349413, 0.09342156, -0.05307429, 0.10056486, 0.017439518, -0.08089377, -0.0074791308, -0.057105873, 0.06761589, -0.14443526, -0.06718676, 0.008724652]"
DHtVt0PpKO_,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/487154480_18505634125062948_8869654771147225028_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&cb=30a688f7-fa102a98&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTQ0MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGNjX_hsF8hxT1uuZo90Na3spLRLctBqEtTNh1gnfggyN2RwapcdQvJjnQW6OAEaCY&_nc_ohc=tCsYXUz541kQ7kNvwEp7v43&_nc_gid=m8eVvD6QGFQ6Bedx-_df-A&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NzYyNzE3MzIxMjg2NjMxMw%3D%3D.3-ccb7-5-cb30a688f7-fa102a98&oh=00_AfFXp3OaQwU6UVl5fJJBu2a3Vo-1xGjHUmfoXRL_Cy5QFg&oe=67FFCCC5&_nc_sid=fc8dfb,"[0.12700899, -0.18601812, 0.14855163, -0.15663798, 0.03655015, -0.08875214, -0.119616374, -0.021386972, 0.13033935, -0.030007366, 0.06820141, 0.0464052, 0.036144845, -0.020970445, 0.07547543, -0.020901324, 0.08456683, -0.03176821, -0.024102312, 0.15535605, -0.035272945, -0.00022187586, -0.17632629, 0.0016642837, -0.03266189, 0.08624742, -0.062305715, 0.07067879, -0.16862443, 0.109498724, -0.09836335, -0.02161818, 0.07028723, -0.08297978, 0.009335692, 0.08482656, -0.022451948, 0.05819412, 0.10469209, 0.103428595, -0.053622343, -0.08679217, -0.08117108, -0.03585277, -0.06512655, -0.09261158, 0.13322595, 0.124154545, 0.06678118, -0.046063893, 0.013525116, 0.025410922, -0.04256619, -0.13960367, 0.021413464, -0.056185044, 0.019409215, 0.0863288, -0.0585539, -0.09069955, 0.058254633, 0.106668115, 0.10065128, 0.07797453, -0.049720217, 0.06936025, -0.059002884, -0.05512786, -0.06874334, -0.033622343, -0.10363451, -0.10708596, -0.070005454, -0.009267028, -0.11369259, -0.1654029, 0.089220695, -0.0917005, -0.08602393, -0.02487833, -0.111949466, -0.09188251, 0.097691, -0.11848821, -0.035408728, 0.19074757, -0.011089091, -0.014123247, 0.09085536, 0.018533522, -0.02597672, -0.06908067, -0.09511284, -0.18567368, 0.15022987, -0.01978742, 0.030969106, -0.057435572, -0.0037002286, 0.117717125, -0.058009747, 0.086842276, -0.06445985, -0.055739112, 0.15999591, 0.0120654795, 0.11125638, -0.10504497, -0.04825192, 0.037158154, 0.10912723, -0.015364568, -0.008057694, -0.18194517, 0.19667037, 0.03308083, -0.0008656691, 0.10651252, -0.0062105237, 0.07077837, -0.113191895, -0.1388142, -0.0766417, 0.08873715, 0.031846646, -0.06935922, 0.061828136, -0.023185914]"
C_O1ft9yaO7,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/457370546_707932698173189_724253934717952755_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEkvh3nJ_UwSDxFB-N0T5iqs_0P_y_hgy2LR3atsbaWWX28Cq2LGHLQh7MK2kslh9U&_nc_ohc=dBg1j1Tx82UQ7kNvwF_GP1a&_nc_gid=B9Y494UYQOqys1NTE5I8-w&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ0NDkyNjAzMDMxMjczMTk0Nw%3D%3D.3-ccb7-5&oh=00_AfGhzcyUc9yfs-5MWJeBrYhT7rt_vi9Y06jDYkOqv6sZqw&oe=67FFC255&_nc_sid=fc8dfb,"[0.14611144, -0.13793768, 0.1734444, -0.095782936, 0.10356572, -0.1001837, -0.12849082, -0.08095321, 0.06819969, -0.08383115, 0.082685575, -0.037846316, -0.019491564, 0.0074054156, -0.03575644, 0.053448007, 0.08838037, 0.04123995, 0.011635977, 0.17980924, -0.047620773, -0.08536193, -0.116301045, 0.030145371, -0.003263271, -0.0031650583, -0.035842296, 0.18972583, -0.17927858, 0.13032539, -0.061797887, -0.1456222, 0.10237226, -0.16351776, -0.022515757, 0.043127563, -0.03248572, 0.17980285, 0.033667065, 0.03521918, -0.005025676, -0.03244513, -0.05977273, 0.022175048, -0.034893338, -0.036685485, 0.13358113, 0.11092869, 0.088607475, -0.036973514, 0.0009272629, -0.015676577, -0.047667027, -0.11852126, 0.08939216, -0.0244231, -0.020116815, 0.007778718, -0.03063278, -0.1295813, 0.0919695, 0.09659034, 0.11258485, 0.014086843, -0.028106665, -0.0037242277, -0.018746322, 0.04898491, 0.034082524, -0.026005909, -0.04483288, -0.16682267, -0.08826285, -0.08390577, -0.12692915, -0.21364443, 0.05199192, -0.07613176, -0.102857865, -0.10734737, -0.13723917, -0.06317417, 0.10552253, -0.020022856, -0.040971052, 0.18733813, -0.049566768, -0.04344534, 0.036112815, -0.041283924, -0.061349235, -0.053985167, -0.05988476, -0.15247622, 0.12647936, -0.019011967, 0.08146309, -0.056147296, -0.09459786, 0.11419036, 0.04447371, 0.092059866, -0.051999826, 0.022572272, 0.057966016, -0.0304881, 0.058768123, -0.08836848, -0.015276365, 0.029394085, 0.046740264, -0.004718525, -0.08768365, -0.18362065, 0.14410535, -0.009618233, -0.043391924, 0.06310245, 0.011664156, 0.12346433, -0.0039412403, -0.08514015, -0.053671245, 0.066567294, 0.088218175, -0.111668915, -0.037545398, -0.15280788]"
C_lo79eSHn3,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/458554793_529561146259074_8396312732293669072_n.jpg?se=-1&stp=cp6_dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5OS5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QF_fYhEtuba23u-ZgnymaWsvxXkQIGtUQUbmKpHz-I0ruNkoZoZRVXrHT_Y60wo94M&_nc_ohc=6WJVZ0XYuyoQ7kNvwFYizy8&_nc_gid=HIPM4wpebztATubf55LvHQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQ1MTM0NDcyMTg3NTIyNTcyMQ%3D%3D.3-ccb7-5&oh=00_AfHHhvH32NMF1OHiMGKmotqROuuH3cTFVhCk7xcfwFWDWQ&oe=67FFD2B0&_nc_sid=fc8dfb,"[0.06847608, -0.1726427, 0.13898583, -0.0022282437, 0.048742887, -0.009240084, -0.096186556, -0.039221406, 0.045220006, -0.061671782, 0.08620009, -0.05402881, 0.006376687, -0.040635806, 0.065651186, 0.0040892786, 0.10075721, -0.06372886, -0.023189913, 0.18037814, 0.027733175, -0.024598444, -0.09202577, 0.04352865, -0.03599326, 0.021712717, -0.06140878, 0.02697612, -0.22309741, 0.096749775, -0.0537355, -0.010729615, -0.006325995, -0.08296005, 0.053348076, 0.08953046, -0.007853838, 0.08017163, 0.032406412, 0.11890561, -0.0284095, -0.10036701, -0.13470784, -0.030894551, -0.0010483606, -0.080328874, 0.13456026, 0.13735473, 0.046395037, -0.09871609, -0.04571278, 0.049276564, -0.071001574, -0.10819402, 0.03360625, -0.027786106, -0.05570107, 0.08334579, -0.00658278, -0.18446478, 0.07275017, 0.04206344, 0.100461975, -0.03260716, -0.09360688, -0.06361017, -0.017135803, -0.0140479095, -0.11544639, 0.07206391, -0.07183892, -0.11713383, -0.16215952, 0.015587011, -0.022032235, -0.21593717, 0.18893252, -0.17573209, 0.03626911, -0.03545448, -0.123696364, -0.036042914, 0.035538238, -0.10733752, 0.03565101, 0.20030208, -0.10524122, 0.0046072146, 0.032767203, 0.03716896, -0.064896494, -0.0078377165, -0.059086256, -0.1350607, 0.19008306, -0.0035570397, 0.021233102, -0.021487733, -0.085065104, 0.16204037, -0.044705912, 0.11958117, -0.1434227, -0.036217812, 0.13758075, 0.014993854, 0.09229683, -0.06650573, 0.030279035, -0.010036197, 0.02943202, -0.020273965, -0.050180435, -0.24895659, 0.13667277, -0.03937464, -0.020946171, 0.12986651, 0.012146646, 0.03203889, -0.005948971, -0.07199422, -0.023049053, 0.056170356, -0.027217984, -0.10015927, 0.032748707, -0.045873243]"
